,махаля,region_id,district_id
782,БЎЗ ЁП,13,159
783,ЎЗБЕКИСТОН,13,159
784,ТОР ЁП,13,159
785,ОҚ-ОЛТИН,13,159
786,НАМУНА,13,159
787,А.НАВОИЙ,13,159
788,МАМИЙ,13,173
789,МОНШАҚЛИ,13,173
790,АҚ ЖАП,13,173
791,ДИЙХАНАБАД,13,173
792,ҚАРАБАЙЛИ,13,173
793,КАТТАСАЙДОВ,6,77
794,ОЛМАЗОР,6,77
795,САРБОЗОР,6,77
796,ТОМОЙРОТ,6,77
797,МУСТАҚИЛЛИК,7,94
798,ҚАҲРАМОН,7,94
799,МУХИДДИН ЕШТЕМИРОВ,7,94
800,ДЎСТЛИК,7,94
801,АМИР ТЕМУР,7,94
802,ҚОРАХОН,7,94
803,ОРОЛ,7,94
804,ЯНГИОБОД,7,94
805,НАВРЎЗ,7,94
806,СОЛИОБОД,7,94
807,ЧЕГАРА,7,192
808,ГУЛИСТОН,7,192
809,БОҒИШАМОЛ,7,192
810,МАНГУЗАР,7,192
811,БАЙНАЛМИНАЛ,7,192
812,ДЎСТЛИК,7,192
813,НАВРЎЗ,7,192
814,ТИНЧЛИК,7,192
815,САХОВАТ,7,192
816,ШИФОКОР,7,192
817,ЖЎЙЖАНГАЛ,7,192
818,НУРЛИ КЕЛАЖАК,7,192
819,СУРХОН СОҲИЛИ,7,192
820,ЖАЙХУН,7,192
821,НАМУНА,7,192
822,ЮЛДУЗ,7,192
823,КАТТА БОҒ,7,192
824,АБДУЛЛА АВЛОНИЙ,7,192
825,ЎРМОНЧИ,7,87
826,ГАЗА,7,87
827,УЛУҒБЕК,7,85
828,ЗАНГ-ГИЛАМБОБ,7,85
829,НОВШАХАР,7,85
830,ЧИНОБОД,7,85
831,ЗАРТЕПА,7,85
832,КАТТАҚУМ,7,85
833,ДЕХҚОНИТТИФОҚ,7,85
834,КАЙРАН,7,85
835,ҚАДИМИЙ АНГОР,7,85
836,ЯНГИ ТУРМУШ,7,85
837,МАДАНИЯТ,7,85
838,ҚОРАБОҒ,7,85
839,ҚЎШТЕГИРМОН,7,85
840,НАВБАХОР,7,85
841,ЎЗБЕКИСТОН,7,85
842,СОПОЛЛИТЕПА,7,88
843,ХАЛҚ ЙЎЛИ,7,88
844,МЕҲРИГИЁҲ,7,88
845,НАВРЎЗ,7,88
846,МАДАНИЯТ,7,88
847,ГУЛОБОД,7,88
848,АНОРЗОР,7,88
849,ОБИ ҲАЁТ,7,88
850,ОБОД ТУРМУШ,7,88
851,РАМАДОН,10,124
852,ҲАЛҚЛАР ДЎСТЛИГИ,5,180
853,ЕЛОБОД,5,180
854,ЧАМАНЗОР,5,178
855,ТИНЧЛИК,3,39
856,ҚИЗИЛТЕПА,3,39
857,ҚОРАБОҒ,3,39
858,БЕРДОЛИ,3,39
859,УЛУҒБЕК,3,39
860,ҚУРИЛИСШИ,13,186
861,МИРКАН,6,79
862,ЎРДА,3,193
863,БОҒИ ФЕРУЗА,6,179
864,ЛАЙЛАК УЯ,5,68
865,БИРЛИК (шаҳар),5,68
866,БОҒИ ЕРАМ,5,68
867,МУСТАҚИЛЛИК,5,68
868,ПАНСАДА,5,68
869,БОҒОРМОС,5,68
870,САНОАТ,5,182
871,МАДАНИЙ МАОРИФ,5,182
872,ШАРҚ ТОНГИ,5,182
873,АМИР ТЕМУР,5,182
874,МАДАНИЙ,5,182
875,ОЛТИТОШ,5,182
876,ОЗОД,5,182
877,ОБЖУВОЗ,5,182
878,ҒИШТ КЎПРИК,5,182
879,ШАРШАРА,5,182
880,ЧОРСУ,5,182
881,САРИКЎЛ,9,110
882,ОҚ-УЙ,9,110
883,БАНОКАТИЙ,9,110
884,ОЛТИНКЎЛ,9,110
885,ОЙБЕК,9,110
886,МИНГЎРИК,9,110
887,АФРОСИЁБ,9,110
888,ШАРОФ РАШИДОВ,9,110
889,ТОШХОВУЗ,6,77
890,ЎЗБЕКИСТОН,6,77
891,ҒОЙИБ ОТА,6,77
892,ФИТРАТ,6,77
893,БОЛДИР,6,78
894,ЯНГИОБОД,6,78
895,ПАХТАКОР,6,78
896,ОШИҚ ОТА,6,78
897,УЧ ТЕПА,6,78
898,ТЕМИРЙЎЛ,6,78
899,ҚЎШҚУДУҚ,6,78
900,ҚОРАСУВ,6,78
901,БАХОР,6,78
902,ЯНГИРАВОТ,6,78
903,ҲИЛОЛ,6,179
904,ХАЛҚОБОД,6,179
905,ХАЛИФА ИБРОҲИМ,6,179
906,ХЎЖА АБДУДАРУН,6,179
907,ФУРҚАТ,6,179
908,БИРДАМЛИК,6,179
909,СУФИ РОЗИҚ,6,179
910,ВАТАНПАРВАР,6,179
911,ДАМАРИҚ-1,6,179
912,АЛ-БУХОРИЙ,6,179
913,САХОВАТ,6,179
914,БОҒИСАРОЙ,6,179
915,БАҲОР,6,179
916,АБДУЛЛА АВЛОНИЙ ,6,179
917,КАМОЛОТ,6,179
918,МИРЗО БЕДИЛ,6,179
919,МАДАНИЯТ,6,179
920,УВАЙСИЙ,6,179
921,ГУЛАБАД,13,164
922,ХОРЕЗМ,13,164
923,ЖАСЛИҚ,13,164
924,ТАРАҚЛИъ,13,164
925,АъДЕБИЯТ,13,164
926,ЕЛАБАД,13,164
927,ҚОНъИъРАТ,13,164
928,ҚИъРИъҚ-ҚИъЗ,13,164
929,ҚАНъЛИъ,13,164
930,УСТИРТ,13,164
931,ТУЗЕЛ,9,115
932,АМИР ТЕМУР,9,115
933,ШОҲСАНАМ,9,115
934,ФАРОВОН,9,110
935,БАЙНАЛМИНАЛ,9,110
936,ТОНГ ЮЛДУЗИ,9,110
937,ХУРОСОН,9,106
938,ОҚМАЧИТ,9,106
939,БЕШҚАЙРАҒОЧ,9,106
940,ДАВЛАТОБОД,9,106
941,ИБРАТ,9,106
942,ЧАМАНЗОР,9,106
943,УЧТЕПА,9,106
944,КАТТА ҚАъНИ,9,106
945,ДИЁРОБОД,9,106
946,ЮСУФ САККОКИЙ,9,106
947,ҚОЗИГУЗАР,9,106
948,ЯНГИЙЎЛ,9,106
949,ЗАРАФШОН,9,106
950,ШИРИН,9,106
951,ҚОР ЁҒДИ,9,106
952,НАЙМАН,9,106
953,ВАТАН,9,106
954,ВАТАНПАРВАР,9,106
955,ШАФТОЛИЗОР,9,106
956,ШАРАФ,9,117
957,КАТТА ХИРМОНТЕПА,9,117
958,НАЗАРХОН,13,159
959,ТЎЛҚИН,13,159
960,ОЛМАЗОР,13,159
961,УЙШИН,13,159
962,ҚИПЧОҚ ОФЙ,13,159
963,ДЎСТЛИК,13,159
964,БЎЗ СОЛМА,13,159
965,БЕШ ОВУЛ,13,159
966,ЯНГИОБОД,13,159
967,ЎРНЕК,13,186
968,ЕЛИАБАТ,13,186
969,ВАТАНПАРВАР,13,186
970,НУР,13,186
971,НАъШПИР,13,186
972,АМУДАРЯ,13,186
973,БОЗ АШИЛ,13,186
974,ҚОС БУЛАҚ,13,186
975,АНАСАЙ,13,186
976,ТУРАН,13,186
977,ҚАТТАГАР,13,186
978,ГЎНЕ ҚАЛА,13,186
979,ЧОВДУР,1,14
980,ҚИРЛИШОН,1,14
981,ХАЛҚОБОД,1,14
982,БАЁТ,1,14
983,ҚИРТАЙ,1,14
984,ДЕНОВ,1,14
985,БАЛАНД МАЧИТ,1,14
986,ДАВЛАТБОЙ,1,14
987,ПИЧОҚЧИ,1,14
988,НУРОБОД,1,14
989,АРАБХОНА,1,14
990,БЎРИБЕК ЧАНДИР,1,14
991,БЎСТОН,1,14
992,МАъРИФАТ,1,14
993,ҚЎРҒОН,10,127
994,ЧИНОР,10,127
995,ИСТИҚБОЛ,10,127
996,ОБЖУВОЗ,10,127
997,ПАХТАКОР,5,63
998,ХАМИД ОЛИМЖОН,5,63
999,ТУМАН,5,63
1000,ҚАНДИҒОН,5,63
1001,УЙҒУР,5,63
1002,УЧ УЙЛИ,5,63
1003,ГАЛАГУЗАР,7,96
1004,ҒЎРИН-ГИЛАМБОБ,7,96
1005,НУРОБОД,6,175
1006,ИЛҒОР,0,2
1007,ОҚТЕПА,0,2
1008,ФАЙЗИОБОД,0,2
1009,САРБОЗОР,4,53
1010,НАВКАР,4,53
1011,СУЛТОНОБОД,0,1
1012,АЙРИЛИШ,0,1
1013,ИНТИЛИШ,0,1
1014,ҚУРАМА,0,1
1015,ЯНГИ ЙЎЛ ,0,1
1016,МИНГЎРИК ,0,1
1017,НУРАФШОН,0,1
1018,ДАРЁ БЎЙИ,0,1
1019,ЖОМЕъ,0,13
1020,ЯНГИ ҲАЁТ,0,13
1021,ҚУРАМА,0,13
1022,ЧАҚҚОН-2,0,0
1023,АъЛАМ,0,2
1024,ДЎСТЛИК,0,12
1025,ЁЛҒИЗБОҒ,0,12
1026,НАВБАҲОР,0,12
1027,УЧКЎЗА,0,12
1028,ГУЗАР,0,12
1029,НАЙМАН,6,83
1030,ҚЎШМИНОР,5,63
1031,ИСТИҚЛОЛ,5,68
1032,ҚОРАҚЎРҒОН,5,68
1033,БАЙМОҚ,5,68
1034,ОҚ - ОЛТИН,12,156
1035,НАВРЎЗ,12,156
1036,ДЎСТЛИК,12,156
1037,ШОВОТ,12,156
1038,ШАРҚ,10,126
1039,ЯНГИҲАЁТ,10,126
1040,ҚУРИЛИШ,10,126
1041,МАДАНИЯТ,10,126
1042,СОҲИБКОР,10,126
1043,ҚИР,10,130
1044,ПАЙМАРД,8,100
1045,БАҲМАЛСОЙ,8,100
1046,АБДУЛЛО ҚАҲҲОР,6,175
1047,ИБН-СИНО,13,194
1048,ҚОЙБАҚ,13,162
1049,ЕСИМ,13,162
1050,АЛЛАЯР ДОСНАЗАРОВ,13,162
1051,ҚУРАЛПА АПЖ,13,162
1052,МАДЕНИЯТ,13,162
1053,ҚАРАЎЗЕК,13,162
1054,ЖУЗИМ БАҒ,13,163
1055,БАХИТЛИ,13,163
1056,НУРЛИ БОСТАН,13,163
1057,АҚТУБА,13,163
1058,МАДЕНИЯТ,13,163
1059,АБАТ ОФЙ,13,163
1060,АБАТ МАКАН,13,163
1061,ЖАНъАДАРЯ,13,169
1062,АТАКЎЛ,13,169
1063,АЙДИН ЖОЛ,13,169
1064,ҚАРАТЕРЕНъ,13,169
1065,ЎЗБЕКИСТАН,13,169
1066,ҒАРЕЗСИЗЛИК,13,169
1067,МАРЖОНКЎЛ,13,169
1068,ҚОСТРУБА,13,169
1069,ҚОСТЕРЕК,13,172
1070,КЕНъЕС,13,172
1071,КЎКШИ ҚАЛА,13,172
1072,ТАЗҒАРА,13,172
1073,КАРА КЎЛ,13,172
1074,КЎНШИ,13,172
1075,МАЙЖАП,13,172
1076,БАХИТЛИ,13,172
1077,ДОСЛИҚ,13,172
1078,КАМИС АРИК,13,172
1079,БЕРДАХ,13,172
1080,БОЗАТАШ,13,161
1081,АСПАНТАЙ,13,161
1082,КЎК СУШ,13,161
1083,ЕРКИНДАРЯ,13,161
1084,АҚТЕРЕК,13,167
1085,ТАҚИРКЎЛ,13,167
1086,БАҚАНШАҚЛИ,13,167
1087,ҚУТАН-КЎЛ,13,167
1088,АРБАШИ,13,167
1089,АҚМАНъҒИТ,13,167
1090,САМАНБАЙ,13,167
1091,ДОСЛИҚ,13,168
1092,АЙДИНЖОЛ,13,168
1093,АБУ БАКР ШОШИЙ,9,112
1094,ЧИҒАТОЙ ДАРБОЗА,9,112
1095,ЮҚОРИ СЕБЗОР,9,112
1096,ФАЙЗОБОД,11,137
1097,ТУМОР,11,145
1098,КАПАСАРОЙ,11,145
1099,ҚИЯЛИ,11,145
1100,СОЙ ШИЛДИР,11,145
1101,НАВРЎЗ,7,90
1102,ЯНГИОБОД,7,90
1103,ХУЖА ҚИШЛОҚ,7,90
1104,МИНГЧИНОР,7,90
1105,МАРКАЗИЙ СУРХОН,7,90
1106,ЯШНАОБОД,7,90
1107,ЎЗБЕКИСТОН,7,90
1108,ОФТОБҚЎРҒОН,7,90
1109,ХАЛҚАБОД,7,90
1110,ЯНГИ УСУЛ,7,90
1111,ОБОД ГУЗАР,7,90
1112,БЎСТОН,7,91
1113,ЎЗБЕКИСТОН БЕШ ЙИЛЛИГИ,7,91
1114,ХАЛАКИ,7,91
1115,БОЙМОҚЛИ,7,91
1116,АРСЛОНБОЙЛИ,7,91
1117,ТЎДА,7,91
1118,ДАВЛАЦОЙ,7,91
1119,КЎГАНЛИ,7,91
1120,ЯНГИ ЗАМОН,11,145
1121,ТАЙПОҚ,11,145
1122,БОРИҚУМ,11,145
1123,УЙМОВУТ,11,145
1124,ЕШОН,11,146
1125,КЎК-ДЎППИ,11,146
1126,ШУНҚОР,11,146
1127,МУСТАҚИЛЛИК,11,146
1128,ЧЕК-ЧУВАЛДОҚ,11,146
1129,НАВБАҲОР,7,89
1130,ЧАМБИЛ,7,89
1131,ЖАМАТАК,7,89
1132,БОҒИ НАВ,7,89
1133,ТОШҲОВУЗ,11,138
1134,ҚАҚИР,11,141
1135,ЧАШМА,11,141
1136,ЧУМОҚЧА,11,141
1137,ДИЛКУШО ,11,144
1138,ЯМБАРОҚ,11,144
1139,ЮКСАЛИШ,11,144
1140,ОҚ ТЕПА,11,144
1141,ХУРШИДИ ТОБОН,11,144
1142,ГУЛПИЁН,11,144
1143,ЧИМЁН ,11,144
1144,ҚЎРИҚ,11,144
1145,МИНДОН,11,144
1146,ПАСТКИ АРЧА,11,144
1147,ЧЕК-ШЎРА,11,187
1148,ЗЕБУНИСО,11,189
1149,ЁШЛИК,11,189
1150,ЎРМОНЧИ,2,26
1151,БАХТЛИ,2,25
1152,ОЙНАКЎЛ,3,39
1153,ЮКСАЛИШ,10,181
1154,МУСТАҚИЛЛИК,10,176
1155,КОИНОТ,10,176
1156,АЛИШЕР НАВОИЙ,10,176
1157,ЧЎЛПОН,10,176
1158,МАъРИФАТ,0,195
1159,ҚАЛАНДАРХОНА,0,195
1160,ЁРБОШИ,0,195
1161,ЧЎЛПОН 100-ЙИЛЛИГИ,0,195
1162,МАДАНИЯТ,6,77
1163,ШЎРТЕПА,6,77
1164,ЗАРАФШОН,6,77
1165,ТЎПОЛОС,6,77
1166,ХАЛҚОБОД,6,77
1167,АҲМАД ЯССАВИЙ,6,77
1168,ЎРАМАС,6,82
1169,МИСКИН,11,140
1170,АНҲОР БЎЙИ,11,140
1171,БУЛОҚБОШИ,11,140
1172,ЧУБУРҒОН,11,140
1173,ЁЙИЛМА,11,140
1174,ҚАЙРАҒОЧ,11,140
1175,ПЕШОҒОР,2,30
1176,ОБОД,3,39
1177,НУРЛИ ЙЎЛ,3,39
1178,КОСОН,3,41
1179,НАРТИЧУҚУР,3,41
1180,УЛУҒБЕК,3,42
1181,ХАБАРЛИК,3,193
1182,ДЎСТЛИК,3,193
1183,УЙМОВУТ,3,193
1184,БАРҲАЁТ,3,193
1185,ЗИНГИРОН,3,193
1186,ОҚ МАКТАБ,12,151
1187,КИЛЛАВУТ,12,151
1188,КОМИЛЖОН АТАНИЯЗОВ,12,151
1189,ОБОД,12,151
1190,ЧЕЦУВ,10,119
1191,ИЛҒОР,10,119
1192,УНГУТ,10,119
1193,ЁНАРИҚ,10,119
1194,СОҒЛОМ,10,196
1195,МАЙДОН,10,196
1196,ЯНГИ-ГУШСОЙ,10,196
1197,30-СОНЛИ ИФТИХОР,10,197
1198,27-СОНЛИ ЮЛДУЗ,10,197
1199,37-СОНЛИ ХАМЗА,10,197
1200,ЮЛДУЗ,10,198
1201,НАВҚИРОН,10,198
1202,ТОШКЕНТЛИК,2,28
1203,КУЁВБОШИ,2,28
1204,НУРАФШОН,2,28
1205,РАВАЛЛИҚ,2,28
1206,ЯККА ҚАЙРАҒОЧ,2,28
1207,ЯНГИ ГУЛЗОР,9,183
1208,ШОЛИКОР,10,129
1209,ФАРОВОН,10,129
1210,МУСТАҚИЛЛИК,10,129
1211,БЕШАРИҚ,3,42
1212,ПАХТАОБОД,3,42
1213,ШАРҚ ЮЛДУЗИ,3,42
1214,ҚАЙНАР,3,42
1215,БАҲОР,3,42
1216,ЯНГИ ЗАМОН,3,42
1217,ОЁҚЧИ,3,42
1218,БАРҲАЁТ,12,158
1219,ХАЛҚОБОД,12,158
1220,ЖАЙХУН,12,158
1221,КАТЛИ,12,158
1222,ҚИЁТ,12,158
1223,ИФТИХОР,12,158
1224,МИРОБЛАР,12,151
1225,Ш.БУРХОНОВ,9,109
1226,ИСТИҚЛОЛ,5,60
1227,ЎЗБЕКИСТОН БЕКАТИ,10,131
1228,ЎРТА ДЎРМАН,12,151
1229,БЕШАЙВОН,12,151
1230,ОБОДЛИК,10,132
1231,КЕНСОЙ,10,132
1232,БАҲОР,10,132
1233,КЎҲИНУР,10,132
1234,ЗАРБДОР,10,132
1235,ОҚ ТОШ,10,132
1236,ШИФОКОРЛАР,9,112
1237,КЎХНА ЧОПОНОТА,9,106
1238,БОҒИСТОН,9,106
1239,ПАҲТАКОР,9,106
1240,ДЕГРЕЗ,9,106
1241,СЕМУРГ,9,115
1242,БЕШАРИҚ,9,115
1243,ТИНЧЛИК,5,67
1244,ҚОРАМУРТ,5,67
1245,20-СОНЛИ КИМЁГАР,10,197
1246,СОҲИБКОР,5,67
1247,КУШОН,5,60
1248,ЧОРБОҒ,5,60
1249,НУРЗИЁ,5,62
1250,ҚОРАТЕРИ,5,62
1251,НОРИНКАПА,5,62
1252,ХАЖИНТОЛ,5,62
1253,ШЎРАРИҚ,5,62
1254,ДЎМАР,5,62
1255,НАВРУЗ,5,60
1256,А.НАВОИЙ,5,60
1257,ҚУҚУМБОЙ,5,60
1258,ЧУСТ КЎЧА,5,60
1259,ТАГИЖАР,5,60
1260,БЕШКЕТМОН,5,60
1261,СОЙЧА,5,60
1262,МУМТОЗ,9,115
1263,БЎСТОН,9,111
1264,ҚАНЛИКУЛ ПОСЕЛКА,13,165
1265,ДОСЛИҚ,13,165
1266,АРЗИМБЕТ ҚУМ,13,165
1267,ТИК-УЗЯК,13,166
1268,БОЗАТАУ,13,166
1269,ЖАЙХУН,13,166
1270,УЧСАЙ,13,166
1271,МАДЕЛИ,13,166
1272,МОЙНАҚ,13,166
1273,НАЙМАН,13,160
1274,БЕРУНИЙ,13,160
1275,БИЙБОЗОР,13,160
1276,МУСТАҚИЛЛИҚ,13,160
1277,БУСТОН,13,160
1278,САРКОП,13,160
1279,ТИНЧЛИК,13,160
1280,ПАЛВАШ,13,160
1281,ОЗОД,13,160
1282,ДЎСТЛИК,13,160
1283,АМИР ТЕМУР ,13,160
1284,ЖАЙҲУН,13,160
1285,МАРКАЗИЙ,13,160
1286,ШИМОМ,13,160
1287,ШОББОЗ,13,160
1288,ШОББОЗ,13,160
1289,ШУРАХОН,13,170
1290,НАВРЎЗ,13,170
1291,ЖАЙХУН,13,170
1292,ДЎСТЛИК,13,170
1293,АНҲОРЛИ,13,170
1294,АТАУБА,13,170
1295,БЕРУНИЙ,13,170
1296,НАВОИЙ,13,170
1297,ЯНГИОБОД,13,170
1298,МУСТАҚИЛЛИК,13,170
1299,КУКЧА,13,170
1300,ИБН СИНО,13,170
1301,ГУЛИСТОН,13,170
1302,ОҚБОШЛИ,13,170
1303,ТОШКЕНТ,13,170
1304,ТОЗАБОҒЁП,13,170
1305,ТУРКИСТОН,13,170
1306,УЛЛУБОҒ,13,170
1307,ҚУМБАСКАН,13,170
1308,ГУЛДУРСУН,13,194
1309,БУНЁДКОР,2,26
1310,НАВБАҲОР,13,194
1311,САХТИЯН,13,194
1312,ЧУҚУРҚАҚ,13,194
1313,ШАРҚ ЮЛДУЗИ,13,194
1314,ИФТИХОР,13,194
1315,САРАБИЙ,13,194
1316,ДУМАНҚАЛъА,13,194
1317,ДЎСТЛИК,13,194
1318,КОИНОТ,13,194
1319,ҚИЛЧИНОҚ,13,194
1320,ҚОШҚЎРА,13,194
1321,ЧЎПОН,13,194
1322,ҚАВАТҚАЛъА,13,194
1323,АБАЙ,13,194
1324,ТОШКЕНТ,13,194
1325,БЎСТОН,13,194
1326,ИСТИҚЛОЛ,10,127
1327,КЕНЕГЕС,13,168
1328,ШАМШИРАҚ,13,168
1329,САРАЙКУЛ,13,168
1330,ОБОД МАКОН,13,168
1331,ТУТЗАР,13,171
1332,МУСТАҚИЛЛИК,13,171
1333,САМАНКУЛ,13,171
1334,БАЙТЕРЕК,13,171
1335,ЖУЗИМЗАР,13,171
1336,КУЛАБ,13,171
1337,ТАСКЎПИР,13,171
1338,АМУДАРЁ,13,171
1339,СУЕНЛИ,13,171
1340,ЖАН ҚЎНҒИРОТ,13,171
1341,БУНЁДКОР,13,171
1342,ЖАЙҲУН,13,171
1343,ШАҒАЛАКъОЛ,13,171
1344,БОСУВ,13,159
1345,ДЎСТЛИК,7,97
1346,ШАЛДИРОҚ,7,97
1347,БЎСТОН,7,97
1348,ХАЙРАБОТ,7,97
1349,ЛАЙЛАКХОНА,7,97
1350,ЮҚОРИ ТАЛЛАШҚОН,7,85
1351,ЮҚОРИ ТАЛЛИМАРОН,7,85
1352,ТЎЛҚИН,7,85
1353,ЯНГИ ҲАЁТ,7,89
1354,ОЗОД,7,89
1355,НАВНИХОЛ,7,89
1356,ЛОЧИН,7,89
1357,БУЮК КЕЛАЖАК,7,89
1358,ФАЙЗОБОД,7,89
1359,ОЛТИ ЎҒИЛ,10,129
1360,БУРГАЛИК,10,129
1361,ЯНГИОБОД,10,129
1362,АДОЛАТ,10,129
1363,ЖАНҒАБАЙ,10,129
1364,КЎКМЎЙИН,10,129
1365,УМИД,12,199
1366,БИНОКОР,12,199
1367,ХАМЖИҲАТЛИК,12,199
1368,БЕРУНИЙ,10,196
1369,УЛУҒБЕК,10,196
1370,НАМУНА,10,196
1371,НИШБОШ,10,196
1372,БЎСТОН,10,196
1373,ЧИННИОБОД,10,196
1374,ГАЛАБОТИР,10,198
1375,ГУЛБОҒ,10,131
1376,ЮКСАЛИШ,10,131
1377,УЧ КЎЧА,0,13
1378,ҚОРАБУЛОҚ ,0,13
1379,ЙЕТМИШМЕРГАН,0,13
1380,ЯНГИҚИШЛОҚ,11,139
1381,ЯНГИ ЙЎЛ,11,139
1382,САРИҚЎРҒОН,11,139
1383,КАТТА КЕНАГАС,11,139
1384,ВАТАН,11,134
1385,ҚУВУРБОШИ,11,134
1386,ҚОРАҚУШЧИ,11,134
1387,ЛОЛАЗОР,6,81
1388,ҚЎРҒОНЧА,6,81
1389,БУНЁДКОР,6,81
1390,ҚАЙРОҚЛИ,6,82
1391,ОҚМАЧИТ,6,82
1392,БАХШИТЕПА,6,83
1393,УЗУМЗОР,0,10
1394,КАМОЛОТ,8,104
1395,БАХМАЛ,8,104
1396,ТАДБИРКОР,8,104
1397,ХАЗИНА,8,104
1398,ИСТИҚБОЛ,8,104
1399,НАВРЎЗ,8,104
1400,ШОЛИКОР,8,104
1401,ОҚ ЙЎЛ,8,104
1402,МУНИС ХОРАЗМИЙ,12,152
1403,ШОДУҲУРРАМ,12,152
1404,САХОВАЦИ,12,200
1405,КАТТА ҚОРАКЎЛ,11,139
1406,ПАХТАЧИ,0,8
1407,ШОМАТ,0,12
1408,ПЎЛАТДАРХОН,6,70
1409,СУҒОНЧИ,6,70
1410,НАВРЎЗ,6,70
1411,УЧТЕПА,6,70
1412,БУЛУНҒУР АРИҚ,6,71
1413,ИБН СИНО,11,187
1414,16-ОЙБЕК,11,187
1415,41-МИРЗО УЛУҒБЕК,11,187
1416,47-ИПАК ЙЎЛИ,11,187
1417,12-МАъРИФАТ,11,187
1418,42-ПАРВОЗ,11,187
1419,3-Ш.РАШИДОВ,11,187
1420,1-ИФТИХОР,11,187
1421,МИРЗО УЛУҒБЕК,4,58
1422,СУРХОН,3,41
1423,ҲАЗОРАСП,12,200
1424,САРИМОЙ,12,200
1425,НУКУС МАСКАНИ,12,200
1426,ТАХТАКЎПИР,12,149
1427,БОҒИШАМОЛ,5,63
1428,МАЙДОН,5,63
1429,ТОРҚОПЧУҒОЙ,3,38
1430,ЎЗБЕКИСТОН,3,38
1431,ОҚБУЛОҚ,5,61
1432,НУРТЕПА,5,61
1433,ШЎРҚЎРҒОН,5,61
1434,ОҚ ЙЕР,5,61
1435,ХЎЖАҚИШЛОҚ,5,61
1436,ЧИЛСТУН,6,179
1437,КАВОЛА,6,179
1438,ХУМИН,1,23
1439,ЗАРГАРОН,1,17
1440,ХАВЗАК,1,17
1441,БУКТАРОЙ,1,17
1442,СОХИБИЁН,1,17
1443,ҚАССОБОН,1,17
1444,ЛАБИРУТ,1,17
1445,ОБОД,1,17
1446,ОҚГУЛ,1,17
1447,ГАЖДУМАК,1,17
1448,ЯНГИОБОД,1,17
1449,ЖОВГАРИ,1,17
1450,БИЁСИН,1,17
1451,СОКТАРИ,1,17
1452,МИРАКОН,1,17
1453,МАЗРАГАН,1,17
1454,ҚУМОҚ,1,17
1455,ДОДАРАК,1,17
1456,ДЕНАВ,1,17
1457,АРМЕЧАН,1,17
1458,ЎЗАНОН,1,17
1459,ОЛМАЗОР,1,17
1460,БАРАКА,1,17
1461,ХАЛҚОБОД,1,17
1462,БАҚОЛЛАР,1,17
1463,ТАЗА БАЗАР,13,173
1464,НАШҚАН БАҒ,13,186
1465,БЕРЕКЕТ,13,186
1466,ТЕМИР ЖОЛ,13,186
1467,ЖАНъА БАЗАР,13,186
1468,ҚАРАТАШ,13,186
1469,ДАРБЕНТ,13,186
1470,НАШБАХАР,13,186
1471,ҚИЗИЛ ҚУМ,13,186
1472,БЕС ТЎБЕ,13,186
1473,ЖОЛШИЛАР,13,186
1474,ҚУТЛИ МАъКАН,13,186
1475,ШИҒИС,13,186
1476,БОТАНИКА БАҒИ,13,186
1477,ШИМБАЙ ГÚЗАРÍ,13,186
1478,ТИНИШЛИҚ,13,186
1479,ГУъЛЗАР,13,186
1480,АЛМАЗАР,13,186
1481,ДОСЛИҚ,13,186
1482,МУТАВАККИЛ БУРХОНОВ,1,191
1483,АБУ АЛИ ИБН СИНО,1,191
1484,ДИЛКУШО,1,191
1485,ҚАРАТАЛ,13,164
1486,ҚУМБИъЗ,13,164
1487,ҲАъКИМ-АТА,13,164
1488,РАУШАН,13,164
1489,МИНъЖАРҒАН,13,164
1490,ҚОНъИъРАТ,13,164
1491,ТУРАН,13,164
1492,НАВОЙИ,13,164
1493,САНААТ,13,164
1494,БОСТАН,13,164
1495,БЕСКОПИР,13,165
1496,НАШРИЗ,13,165
1497,ЖАНА ҚАЛА,13,165
1498,БОСТАН,13,165
1499,БОБУР,0,7
1500,УЧКЎПРИК,0,7
1501,УЛУҒБЕК,0,7
1502,ЖАРҚИШЛОҚ,11,142
1503,ЯНГИЙЎЛ,11,142
1504,УЧТОШ,0,9
1505,ЁШЛИК,4,201
1506,НАВРЎЗ,4,201
1507,БИНОКОР,4,202
1508,БАЙРОҚ,0,11
1509,ДЎСТЛИК,0,11
1510,ҚУРУҚСОЙ,0,11
1511,НАЗАРМАҲРАМ,0,11
1512,ЯНГИ ЗАМОН,0,11
1513,ҚУМҚАЙРОҚ,0,11
1514,САРОЙ,0,11
1515,ШЕРҚЎРҒОН,0,11
1516,АХШАК,11,142
1517,ФУРҚАТ,11,142
1518,ЎЗБЕКИСТОН,11,142
1519,СУВБОШИ,11,142
1520,ЎЗБЕККЕНТИ,6,80
1521,АРАБХОНА,6,80
1522,ЗАҲЛИК,6,80
1523,БЕКЛАР,0,9
1524,ҚАДИМ,0,9
1525,ҚОРАҚЎНҒИРОТ,3,46
1526,ҚАТАҒОН,3,46
1527,ПАХТАКОР,3,46
1528,БУРЖОҚ,1,14
1529,ШАЙХЛАР,1,14
1530,ХОСАБЎЙИ,1,14
1531,ОПШОҚ,1,14
1532,ЖАЙХУНОБОД,1,14
1533,ТОШҚЎРҒОН,0,12
1534,ИБН-СИНО,3,50
1535,КАМОЛОТ,1,19
